Date,no,Snow_type,Trigger_type,Avalanche_size_m2,Avalanche_danger_level,Num_wet,Num_dry,Num_mixed,Num_unknown,Num_Natural,Num_Human,Num_Explosive,Num_Unknown_t
2000-02-01,236,dry,NATURAL,31531.0,3.0,0,1,0,0,1,0,0,0
2000-02-01,237,dry,NATURAL,1904.0,3.0,0,1,0,0,1,0,0,0
2000-02-03,238,dry,HUMAN,3175.0,3.0,0,1,0,0,0,1,0,0
2000-02-04,239,dry,UNKNOWN,1245.0,3.0,0,1,0,0,0,0,0,1
2000-02-09,240,unknown,NATURAL,40625.0,3.0,0,0,0,1,1,0,0,0
2000-02-09,241,unknown,NATURAL,2571.0,3.0,0,0,0,1,1,0,0,0
2000-02-10,242,dry,HUMAN,11187.0,3.0,0,1,0,0,0,1,0,0
2000-02-12,243,dry,EXPLOSIVE,3517.0,2.0,0,1,0,0,0,0,1,0
2000-02-12,244,dry,NATURAL,4140.0,2.0,0,1,0,0,1,0,0,0
2000-02-12,245,dry,NATURAL,1530.0,2.0,0,1,0,0,1,0,0,0
2000-02-13,246,dry,HUMAN,234.0,2.0,0,1,0,0,0,1,0,0
2000-02-15,247,dry,HUMAN,5431.0,3.0,0,1,0,0,0,1,0,0
2000-02-21,248,dry,HUMAN,674.0,3.0,0,1,0,0,0,1,0,0
2000-02-21,249,dry,HUMAN,2118.0,3.0,0,1,0,0,0,1,0,0
2000-02-21,250,dry,HUMAN,820.0,3.0,0,1,0,0,0,1,0,0
2000-02-21,251,dry,UNKNOWN,116213.0,3.0,0,1,0,0,0,0,0,1
2000-02-21,252,dry,HUMAN,594.0,3.0,0,1,0,0,0,1,0,0
2000-02-24,253,unknown,NATURAL,10212.0,3.0,0,0,0,1,1,0,0,0
2000-02-28,254,unknown,NATURAL,6597.0,2.0,0,0,0,1,1,0,0,0
2000-03-09,255,unknown,NATURAL,5604.0,2.0,0,0,0,1,1,0,0,0
2000-03-09,256,unknown,NATURAL,5818.0,2.0,0,0,0,1,1,0,0,0
2000-03-10,257,unknown,NATURAL,10285.0,2.0,0,0,0,1,1,0,0,0
2000-03-12,258,unknown,NATURAL,3658.0,2.0,0,0,0,1,1,0,0,0
2000-03-12,259,unknown,NATURAL,9062.0,2.0,0,0,0,1,1,0,0,0
2000-03-12,260,unknown,NATURAL,14572.0,2.0,0,0,0,1,1,0,0,0
2000-03-12,261,unknown,NATURAL,14625.0,2.0,0,0,0,1,1,0,0,0
2000-03-18,262,dry,NATURAL,9272.0,3.0,0,1,0,0,1,0,0,0
2000-03-18,263,dry,HUMAN,4240.0,3.0,0,1,0,0,0,1,0,0
2000-03-19,264,dry,HUMAN,8356.0,3.0,0,1,0,0,0,1,0,0
2000-03-20,265,dry,HUMAN,2671.0,2.0,0,1,0,0,0,1,0,0
2000-03-25,266,unknown,NATURAL,9059.0,2.0,0,0,0,1,1,0,0,0
2000-03-31,267,unknown,HUMAN,4470.0,2.0,0,0,0,1,0,1,0,0
2000-04-02,268,dry,NATURAL,1509.0,2.0,0,1,0,0,1,0,0,0
2000-04-20,269,unknown,HUMAN,340.0,3.0,0,0,0,1,0,1,0,0
2000-04-23,270,wet,NATURAL,774.0,3.0,1,0,0,0,1,0,0,0
2000-04-24,271,dry,NATURAL,4895.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,272,dry,NATURAL,1241.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,273,dry,NATURAL,4171.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,274,dry,NATURAL,7104.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,275,dry,NATURAL,3427.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,276,dry,NATURAL,2071.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,277,dry,NATURAL,1629.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,278,dry,NATURAL,6243.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,279,dry,NATURAL,5512.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,280,dry,NATURAL,3144.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,281,dry,NATURAL,11016.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,282,dry,NATURAL,4192.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,283,dry,NATURAL,4483.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,284,dry,NATURAL,3330.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,285,dry,NATURAL,5570.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,286,dry,NATURAL,46522.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,287,dry,NATURAL,3043.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,288,dry,NATURAL,8885.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,289,dry,NATURAL,755.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,290,dry,NATURAL,1877.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,291,dry,NATURAL,12678.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,292,dry,NATURAL,3440.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,293,dry,NATURAL,3418.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,294,dry,NATURAL,8684.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,295,dry,NATURAL,1035.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,296,dry,NATURAL,1567.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,297,dry,NATURAL,2255.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,298,dry,NATURAL,8172.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,299,dry,NATURAL,5653.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,300,dry,NATURAL,1761.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,301,dry,NATURAL,2434.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,302,dry,NATURAL,9592.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,303,dry,NATURAL,27280.0,4.0,0,1,0,0,1,0,0,0
2000-04-24,304,dry,NATURAL,12959.0,4.0,0,1,0,0,1,0,0,0
2000-11-29,305,wet,NATURAL,6210.0,2.0,1,0,0,0,1,0,0,0
2000-12-16,306,dry,NATURAL,9594.0,3.0,0,1,0,0,1,0,0,0
2000-12-31,307,dry,HUMAN,5774.0,2.0,0,1,0,0,0,1,0,0
2001-01-03,308,dry,HUMAN,8562.0,2.0,0,1,0,0,0,1,0,0
2001-01-03,309,dry,HUMAN,5488.0,2.0,0,1,0,0,0,1,0,0
2001-01-04,310,dry,NATURAL,6828.0,2.0,0,1,0,0,1,0,0,0
2001-01-04,311,dry,NATURAL,2351.0,2.0,0,1,0,0,1,0,0,0
2001-01-04,312,dry,NATURAL,2818.0,2.0,0,1,0,0,1,0,0,0
2001-01-04,313,dry,NATURAL,4916.0,2.0,0,1,0,0,1,0,0,0
2001-01-04,314,dry,NATURAL,3708.0,2.0,0,1,0,0,1,0,0,0
2001-01-05,315,dry,HUMAN,1118.0,3.0,0,1,0,0,0,1,0,0
2001-01-07,316,dry,NATURAL,5657.0,3.0,0,1,0,0,1,0,0,0
2001-01-07,317,dry,NATURAL,4997.0,3.0,0,1,0,0,1,0,0,0
2001-01-07,318,dry,HUMAN,1597.0,3.0,0,1,0,0,0,1,0,0
2001-01-07,319,dry,HUMAN,1796.0,3.0,0,1,0,0,0,1,0,0
2001-01-09,320,unknown,NATURAL,7722.0,3.0,0,0,0,1,1,0,0,0
2001-01-09,321,dry,HUMAN,26216.0,3.0,0,1,0,0,0,1,0,0
2001-01-10,322,dry,HUMAN,10647.0,3.0,0,1,0,0,0,1,0,0
2001-01-14,323,dry,HUMAN,16352.0,2.0,0,1,0,0,0,1,0,0
2001-01-22,324,wet,NATURAL,18136.0,2.0,1,0,0,0,1,0,0,0
